ID_Producto,Producto,Cantidad,Precio_Total,Fecha_de_Venta,Color,Tamaño,Canal_de_Venta,Marca,Proveedor,Pais_de_Origen,Material
P0045,Camiseta algodón,27,687.15,02/01/24,Negro,M,Online,Urban Trends,Eco Fabrics Ltd.,Bangladesh,Lana
P0046,Pantalón denim,46,3955.54,02/01/24,Blanco,S,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Bangladesh,Poliéster
P0047,Vestido estampado,19,724.85,02/01/24,Verde,S,Online,Modern Fusion,Global Textiles Inc.,India,Cuero
P0048,Vestido estampado,43,1640.45,02/01/24,Rojo,XL,Online,Urban Trends,HighTech Materials S.A.,India,Poliéster
P0049,Bufanda de lana,37,1953.6,03/01/24,Blanco,M,Online,Modern Fusion,HighTech Materials S.A.,Turquía,Cuero
P0050,Vestido estampado,45,1716.75,03/01/24,Blanco,XL,Tienda física,Sporty Vibes,HighTech Materials S.A.,México,Poliéster
P0051,Zapatos de cuero,42,1689.24,03/01/24,Blanco,S,Tienda física,Classic Elegance,HighTech Materials S.A.,India,Denim
P0052,Bufanda de lana,7,369.6,03/01/24,Negro,L,Online,Urban Trends,Global Textiles Inc.,Bangladesh,Poliéster
P0053,Zapatos de cuero,49,1970.78,03/01/24,Negro,L,Tienda física,Classic Elegance,Global Textiles Inc.,Bangladesh,Denim
P0054,Vestido estampado,16,610.4,03/01/24,Negro,L,Online,Urban Trends,Global Textiles Inc.,Bangladesh,Algodón
P0055,Vestido estampado,32,1220.8,03/01/24,Negro,XL,Online,Urban Trends,Eco Fabrics Ltd.,México,Poliéster
P0056,Pantalón denim,8,687.92,03/01/24,Verde,M,Online,Modern Fusion,Eco Fabrics Ltd.,China,Algodón
P0057,Zapatos de cuero,49,1970.78,03/01/24,Blanco,S,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,India,Lana
P0058,Camiseta algodón,13,330.85,03/01/24,Verde,M,Tienda física,Classic Elegance,Global Textiles Inc.,China,Denim
P0059,Pantalón denim,11,945.89,03/01/24,Negro,M,Online,Modern Fusion,Eco Fabrics Ltd.,México,Poliéster
P0060,Zapatos de cuero,20,804.4,03/01/24,Verde,S,Tienda física,Classic Elegance,HighTech Materials S.A.,India,Algodón
P0061,Bufanda de lana,18,950.4,03/01/24,Blanco,M,Online,Modern Fusion,Eco Fabrics Ltd.,Turquía,Cuero
P0062,Zapatos de cuero,37,1488.14,03/01/24,Blanco,L,Online,Modern Fusion,Global Textiles Inc.,India,Algodón
P0063,Bufanda de lana,6,316.8,03/01/24,Negro,S,Online,Modern Fusion,Global Textiles Inc.,India,Poliéster
P0064,Bufanda de lana,20,1056,03/01/24,Blanco,L,Tienda física,Classic Elegance,Global Textiles Inc.,India,Lana
P0065,Vestido estampado,32,1220.8,03/01/24,Verde,XL,Tienda física,Sporty Vibes,Global Textiles Inc.,India,Denim
P0066,Camiseta algodón,46,1170.7,03/01/24,Azul,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,India,Cuero
P0067,Zapatos de cuero,44,1769.68,03/01/24,Blanco,XL,Online,Modern Fusion,Eco Fabrics Ltd.,México,Algodón
P0068,Camiseta algodón,29,738.05,03/01/24,Verde,XL,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,India,Poliéster
P0069,Bufanda de lana,4,211.2,03/01/24,Verde,S,Online,Modern Fusion,Global Textiles Inc.,México,Poliéster
P0070,Vestido estampado,7,267.05,03/01/24,Verde,L,Online,Urban Trends,Eco Fabrics Ltd.,India,Denim
P0071,Camiseta algodón,43,1094.35,03/01/24,Blanco,L,Tienda física,Classic Elegance,HighTech Materials S.A.,India,Cuero
P0072,Pantalón denim,20,1719.8,03/01/24,Azul,L,Online,Modern Fusion,Global Textiles Inc.,México,Algodón
P0073,Bufanda de lana,34,1795.2,04/01/24,Negro,S,Online,Modern Fusion,Eco Fabrics Ltd.,India,Algodón
P0074,Pantalón denim,36,3095.64,04/01/24,Negro,XL,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Bangladesh,Algodón
P0075,Camiseta algodón,7,178.15,04/01/24,Blanco,XL,Online,Modern Fusion,Eco Fabrics Ltd.,India,Denim
P0076,Camiseta algodón,33,839.85,04/01/24,Blanco,XL,Online,Urban Trends,Eco Fabrics Ltd.,Turquía,Denim
P0077,Camiseta algodón,15,381.75,04/01/24,Rojo,S,Online,Modern Fusion,Global Textiles Inc.,México,Cuero
P0078,Zapatos de cuero,32,1287.04,04/01/24,Azul,S,Tienda física,Sporty Vibes,Global Textiles Inc.,India,Algodón
P0079,Bufanda de lana,22,1161.6,04/01/24,Verde,M,Online,Modern Fusion,HighTech Materials S.A.,India,Algodón
P0080,Bufanda de lana,40,2112,04/01/24,Verde,L,Tienda física,Classic Elegance,Global Textiles Inc.,México,Cuero
P0081,Bufanda de lana,29,1531.2,04/01/24,Negro,XL,Online,Modern Fusion,Eco Fabrics Ltd.,China,Cuero
P0082,Zapatos de cuero,25,1005.5,04/01/24,Blanco,M,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Bangladesh,Cuero
P0083,Camiseta algodón,5,127.25,04/01/24,Azul,M,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Bangladesh,Poliéster
P0084,Camiseta algodón,14,356.3,04/01/24,Negro,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,India,Cuero
P0085,Pantalón denim,35,3009.65,04/01/24,Azul,S,Tienda física,Sporty Vibes,Global Textiles Inc.,México,Lana
P0086,Zapatos de cuero,2,80.44,04/01/24,Blanco,M,Tienda física,Sporty Vibes,Global Textiles Inc.,Turquía,Denim
P0087,Vestido estampado,25,953.75,04/01/24,Verde,S,Online,Modern Fusion,Global Textiles Inc.,India,Cuero
P0088,Zapatos de cuero,16,643.52,04/01/24,Rojo,S,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Bangladesh,Poliéster
P0089,Pantalón denim,46,3955.54,04/01/24,Azul,L,Tienda física,Classic Elegance,Eco Fabrics Ltd.,India,Lana
P0090,Pantalón denim,16,1375.84,04/01/24,Verde,M,Online,Modern Fusion,Eco Fabrics Ltd.,México,Poliéster
P0091,Pantalón denim,11,945.89,04/01/24,Azul,XL,Tienda física,Classic Elegance,HighTech Materials S.A.,Turquía,Poliéster
P0092,Camiseta algodón,49,1247.05,04/01/24,Azul,M,Online,Modern Fusion,HighTech Materials S.A.,China,Poliéster
P0093,Vestido estampado,35,1335.25,04/01/24,Azul,XL,Online,Modern Fusion,Eco Fabrics Ltd.,Turquía,Poliéster
P0094,Pantalón denim,23,1977.77,04/01/24,Blanco,XL,Tienda física,Sporty Vibes,HighTech Materials S.A.,India,Algodón
P0095,Bufanda de lana,5,264,04/01/24,Negro,S,Online,Modern Fusion,HighTech Materials S.A.,Bangladesh,Denim
P0096,Camiseta algodón,35,890.75,04/01/24,Azul,XL,Tienda física,Classic Elegance,HighTech Materials S.A.,México,Algodón
P0097,Vestido estampado,29,1106.35,05/01/24,Blanco,L,Tienda física,Classic Elegance,Global Textiles Inc.,India,Lana
P0098,Bufanda de lana,47,2481.6,05/01/24,Rojo,M,Tienda física,Classic Elegance,HighTech Materials S.A.,China,Algodón
P0099,Vestido estampado,5,190.75,05/01/24,Negro,S,Online,Modern Fusion,Eco Fabrics Ltd.,México,Lana
P0100,Vestido estampado,3,114.45,05/01/24,Blanco,S,Online,Modern Fusion,Global Textiles Inc.,México,Cuero
P0101,Bufanda de lana,6,316.8,05/01/24,Rojo,XL,Online,Modern Fusion,HighTech Materials S.A.,México,Lana
P0102,Zapatos de cuero,23,925.06,05/01/24,Negro,S,Online,Urban Trends,Eco Fabrics Ltd.,India,Algodón
P0103,Vestido estampado,46,1754.9,05/01/24,Blanco,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,China,Algodón
P0104,Zapatos de cuero,2,80.44,05/01/24,Rojo,L,Online,Modern Fusion,Eco Fabrics Ltd.,India,Lana
P0105,Vestido estampado,18,686.7,05/01/24,Blanco,S,Online,Modern Fusion,Eco Fabrics Ltd.,México,Algodón
P0106,Bufanda de lana,30,1584,05/01/24,Rojo,S,Tienda física,Sporty Vibes,HighTech Materials S.A.,México,Lana
P0107,Vestido estampado,38,1449.7,05/01/24,Azul,L,Online,Modern Fusion,HighTech Materials S.A.,Bangladesh,Poliéster
P0108,Pantalón denim,5,429.95,05/01/24,Azul,XL,Online,Modern Fusion,Global Textiles Inc.,Turquía,Denim
P0109,Pantalón denim,46,3955.54,05/01/24,Negro,S,Online,Modern Fusion,HighTech Materials S.A.,India,Lana
P0110,Vestido estampado,49,1869.35,05/01/24,Rojo,XL,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,China,Poliéster
P0111,Bufanda de lana,11,580.8,05/01/24,Azul,S,Online,Modern Fusion,Global Textiles Inc.,México,Poliéster
P0112,Bufanda de lana,1,52.8,05/01/24,Negro,L,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,India,Poliéster
P0113,Camiseta algodón,10,254.5,05/01/24,Verde,S,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Turquía,Poliéster
P0114,Bufanda de lana,41,2164.8,05/01/24,Azul,S,Online,Urban Trends,HighTech Materials S.A.,India,Lana
P0115,Zapatos de cuero,44,1769.68,05/01/24,Azul,S,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Turquía,Algodón
P0116,Vestido estampado,26,991.9,05/01/24,Blanco,L,Online,Modern Fusion,HighTech Materials S.A.,India,Poliéster
P0117,Pantalón denim,33,2837.67,05/01/24,Verde,L,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Bangladesh,Cuero
P0118,Bufanda de lana,27,1425.6,05/01/24,Rojo,L,Online,Modern Fusion,Global Textiles Inc.,India,Poliéster
P0119,Pantalón denim,12,1031.88,05/01/24,Negro,M,Online,Urban Trends,HighTech Materials S.A.,Bangladesh,Algodón
P0120,Camiseta algodón,2,50.9,05/01/24,Verde,M,Tienda física,Sporty Vibes,Global Textiles Inc.,Turquía,Algodón
P0121,Vestido estampado,1,38.15,06/01/24,Rojo,M,Online,Modern Fusion,HighTech Materials S.A.,México,Denim
P0122,Bufanda de lana,1,52.8,06/01/24,Azul,M,Online,Modern Fusion,Global Textiles Inc.,México,Denim
P0123,Pantalón denim,33,2837.67,06/01/24,Negro,L,Online,Urban Trends,HighTech Materials S.A.,India,Poliéster
P0124,Bufanda de lana,22,1161.6,06/01/24,Negro,S,Online,Modern Fusion,Global Textiles Inc.,China,Poliéster
P0125,Camiseta algodón,12,305.4,06/01/24,Verde,L,Online,Modern Fusion,Global Textiles Inc.,India,Denim
P0126,Pantalón denim,39,3353.61,06/01/24,Blanco,M,Tienda física,Classic Elegance,HighTech Materials S.A.,Bangladesh,Poliéster
P0127,Pantalón denim,36,3095.64,06/01/24,Rojo,XL,Tienda física,Sporty Vibes,HighTech Materials S.A.,Bangladesh,Cuero
P0128,Vestido estampado,21,801.15,06/01/24,Verde,XL,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Turquía,Lana
P0129,Vestido estampado,20,763,06/01/24,Blanco,L,Tienda física,Classic Elegance,Eco Fabrics Ltd.,India,Denim
P0130,Pantalón denim,36,3095.64,06/01/24,Blanco,S,Tienda física,Classic Elegance,HighTech Materials S.A.,Turquía,Denim
P0131,Vestido estampado,26,991.9,06/01/24,Blanco,M,Tienda física,Classic Elegance,HighTech Materials S.A.,China,Algodón
P0132,Pantalón denim,47,4041.53,06/01/24,Negro,S,Online,Modern Fusion,Global Textiles Inc.,México,Poliéster
P0133,Zapatos de cuero,31,1246.82,06/01/24,Rojo,S,Tienda física,Classic Elegance,Global Textiles Inc.,México,Denim
P0134,Bufanda de lana,1,52.8,06/01/24,Rojo,S,Online,Urban Trends,Eco Fabrics Ltd.,India,Denim
P0135,Zapatos de cuero,38,1528.36,06/01/24,Verde,M,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Turquía,Cuero
P0136,Zapatos de cuero,14,563.08,06/01/24,Azul,L,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Turquía,Poliéster
P0137,Bufanda de lana,26,1372.8,06/01/24,Verde,M,Tienda física,Sporty Vibes,Global Textiles Inc.,China,Lana
P0138,Pantalón denim,46,3955.54,06/01/24,Rojo,M,Tienda física,Sporty Vibes,Global Textiles Inc.,Turquía,Cuero
P0139,Pantalón denim,42,3611.58,06/01/24,Negro,L,Online,Modern Fusion,Global Textiles Inc.,Bangladesh,Lana
P0140,Vestido estampado,7,267.05,06/01/24,Verde,L,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Bangladesh,Algodón
P0141,Camiseta algodón,12,305.4,06/01/24,Azul,L,Online,Urban Trends,HighTech Materials S.A.,Bangladesh,Denim
P0142,Pantalón denim,24,2063.76,06/01/24,Verde,XL,Online,Urban Trends,Eco Fabrics Ltd.,India,Cuero
P0143,Bufanda de lana,19,1003.2,06/01/24,Blanco,XL,Tienda física,Sporty Vibes,Global Textiles Inc.,Bangladesh,Lana
P0144,Camiseta algodón,9,229.05,06/01/24,Azul,L,Online,Modern Fusion,Eco Fabrics Ltd.,Bangladesh,Poliéster
P0145,Bufanda de lana,35,1848,07/01/24,Blanco,S,Online,Urban Trends,Eco Fabrics Ltd.,México,Algodón
P0146,Bufanda de lana,4,211.2,07/01/24,Negro,XL,Online,Modern Fusion,Eco Fabrics Ltd.,India,Algodón
P0147,Bufanda de lana,45,2376,07/01/24,Rojo,M,Online,Modern Fusion,Eco Fabrics Ltd.,Bangladesh,Denim
P0148,Camiseta algodón,42,1068.9,07/01/24,Verde,M,Tienda física,Sporty Vibes,Global Textiles Inc.,China,Denim
P0149,Zapatos de cuero,32,1287.04,07/01/24,Verde,XL,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Bangladesh,Lana
P0150,Bufanda de lana,46,2428.8,07/01/24,Blanco,M,Tienda física,Classic Elegance,Global Textiles Inc.,India,Lana
P0151,Vestido estampado,6,228.9,07/01/24,Blanco,L,Online,Modern Fusion,Eco Fabrics Ltd.,Turquía,Algodón
P0152,Pantalón denim,28,2407.72,07/01/24,Rojo,M,Tienda física,Sporty Vibes,Global Textiles Inc.,México,Lana
P0153,Pantalón denim,28,2407.72,07/01/24,Verde,XL,Online,Urban Trends,HighTech Materials S.A.,México,Denim
P0154,Pantalón denim,40,3439.6,07/01/24,Rojo,S,Tienda física,Classic Elegance,Global Textiles Inc.,India,Algodón
P0155,Camiseta algodón,29,738.05,07/01/24,Blanco,M,Online,Urban Trends,Global Textiles Inc.,Bangladesh,Algodón
P0156,Vestido estampado,42,1602.3,07/01/24,Blanco,M,Tienda física,Classic Elegance,HighTech Materials S.A.,China,Poliéster
P0157,Vestido estampado,5,190.75,07/01/24,Azul,S,Tienda física,Classic Elegance,HighTech Materials S.A.,Bangladesh,Poliéster
P0158,Vestido estampado,5,190.75,07/01/24,Blanco,XL,Tienda física,Classic Elegance,HighTech Materials S.A.,Bangladesh,Lana
P0159,Vestido estampado,37,1411.55,07/01/24,Blanco,S,Online,Urban Trends,HighTech Materials S.A.,China,Lana
P0160,Vestido estampado,41,1564.15,07/01/24,Rojo,M,Online,Modern Fusion,HighTech Materials S.A.,México,Denim
P0161,Zapatos de cuero,28,1126.16,07/01/24,Azul,XL,Online,Modern Fusion,HighTech Materials S.A.,Bangladesh,Denim
P0162,Vestido estampado,41,1564.15,07/01/24,Azul,L,Online,Modern Fusion,Eco Fabrics Ltd.,Turquía,Poliéster
P0163,Vestido estampado,47,1793.05,07/01/24,Verde,XL,Online,Urban Trends,Eco Fabrics Ltd.,Turquía,Algodón
P0164,Camiseta algodón,9,229.05,07/01/24,Negro,XL,Tienda física,Classic Elegance,HighTech Materials S.A.,India,Cuero
P0165,Camiseta algodón,29,738.05,07/01/24,Verde,L,Tienda física,Sporty Vibes,Global Textiles Inc.,India,Cuero
P0166,Vestido estampado,14,534.1,07/01/24,Verde,XL,Online,Modern Fusion,Global Textiles Inc.,China,Lana
P0167,Zapatos de cuero,38,1528.36,07/01/24,Verde,M,Online,Modern Fusion,HighTech Materials S.A.,China,Cuero
P0168,Vestido estampado,40,1526,07/01/24,Azul,M,Tienda física,Classic Elegance,Eco Fabrics Ltd.,India,Cuero
P0169,Vestido estampado,34,1297.1,08/01/24,Rojo,M,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Bangladesh,Poliéster
P0170,Vestido estampado,37,1411.55,08/01/24,Blanco,M,Online,Modern Fusion,Global Textiles Inc.,México,Algodón
P0171,Bufanda de lana,49,2587.2,08/01/24,Azul,L,Online,Modern Fusion,HighTech Materials S.A.,Turquía,Denim
P0172,Zapatos de cuero,42,1689.24,08/01/24,Blanco,M,Online,Urban Trends,Eco Fabrics Ltd.,China,Poliéster
P0173,Pantalón denim,14,1203.86,08/01/24,Blanco,XL,Online,Modern Fusion,HighTech Materials S.A.,India,Denim
P0174,Vestido estampado,18,686.7,08/01/24,Negro,S,Online,Modern Fusion,HighTech Materials S.A.,Turquía,Poliéster
P0175,Pantalón denim,33,2837.67,08/01/24,Verde,L,Tienda física,Classic Elegance,Global Textiles Inc.,China,Poliéster
P0176,Zapatos de cuero,34,1367.48,08/01/24,Negro,L,Online,Modern Fusion,HighTech Materials S.A.,China,Cuero
P0177,Vestido estampado,28,1068.2,08/01/24,Verde,S,Online,Modern Fusion,HighTech Materials S.A.,Bangladesh,Denim
P0178,Pantalón denim,36,3095.64,08/01/24,Azul,M,Online,Modern Fusion,Global Textiles Inc.,China,Poliéster
P0179,Pantalón denim,45,3869.55,08/01/24,Blanco,M,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,México,Cuero
P0180,Zapatos de cuero,48,1930.56,08/01/24,Negro,XL,Tienda física,Sporty Vibes,HighTech Materials S.A.,China,Lana
P0181,Vestido estampado,37,1411.55,08/01/24,Azul,M,Online,Modern Fusion,Global Textiles Inc.,México,Denim
P0182,Bufanda de lana,23,1214.4,08/01/24,Azul,M,Online,Urban Trends,Eco Fabrics Ltd.,Bangladesh,Poliéster
P0183,Zapatos de cuero,42,1689.24,08/01/24,Verde,XL,Tienda física,Sporty Vibes,HighTech Materials S.A.,México,Lana
P0184,Bufanda de lana,17,897.6,08/01/24,Blanco,M,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Turquía,Cuero
P0185,Vestido estampado,11,419.65,08/01/24,Verde,S,Online,Modern Fusion,Global Textiles Inc.,China,Poliéster
P0186,Pantalón denim,32,2751.68,08/01/24,Verde,M,Online,Modern Fusion,HighTech Materials S.A.,India,Cuero
P0187,Zapatos de cuero,37,1488.14,08/01/24,Azul,S,Online,Modern Fusion,Global Textiles Inc.,India,Cuero
P0188,Zapatos de cuero,15,603.3,08/01/24,Verde,S,Online,Modern Fusion,Global Textiles Inc.,México,Cuero
P0189,Zapatos de cuero,4,160.88,08/01/24,Rojo,S,Tienda física,Classic Elegance,HighTech Materials S.A.,Bangladesh,Denim
P0190,Camiseta algodón,39,992.55,08/01/24,Blanco,M,Tienda física,Sporty Vibes,Global Textiles Inc.,México,Lana
P0191,Vestido estampado,30,1144.5,08/01/24,Verde,M,Tienda física,Classic Elegance,Eco Fabrics Ltd.,México,Lana
P0192,Camiseta algodón,10,254.5,08/01/24,Verde,L,Tienda física,Sporty Vibes,Global Textiles Inc.,México,Algodón
P0193,Zapatos de cuero,23,925.06,09/01/24,Negro,XL,Online,Modern Fusion,HighTech Materials S.A.,Turquía,Poliéster
P0194,Zapatos de cuero,24,965.28,09/01/24,Blanco,XL,Tienda física,Classic Elegance,HighTech Materials S.A.,Turquía,Cuero
P0195,Bufanda de lana,36,1900.8,09/01/24,Blanco,L,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,México,Poliéster
P0196,Camiseta algodón,5,127.25,09/01/24,Verde,S,Online,Modern Fusion,HighTech Materials S.A.,Bangladesh,Lana
P0197,Pantalón denim,37,3181.63,09/01/24,Rojo,XL,Tienda física,Sporty Vibes,Global Textiles Inc.,China,Lana
P0198,Vestido estampado,43,1640.45,09/01/24,Negro,L,Tienda física,Classic Elegance,Global Textiles Inc.,India,Cuero
P0199,Pantalón denim,19,1633.81,09/01/24,Rojo,S,Tienda física,Classic Elegance,HighTech Materials S.A.,Turquía,Denim
P0200,Pantalón denim,37,3181.63,09/01/24,Verde,L,Online,Modern Fusion,Eco Fabrics Ltd.,China,Cuero
P0201,Vestido estampado,8,305.2,09/01/24,Blanco,M,Online,Modern Fusion,Eco Fabrics Ltd.,Turquía,Cuero
P0202,Zapatos de cuero,7,281.54,09/01/24,Blanco,M,Tienda física,Sporty Vibes,HighTech Materials S.A.,Turquía,Algodón
P0203,Bufanda de lana,40,2112,09/01/24,Rojo,S,Tienda física,Sporty Vibes,Global Textiles Inc.,Turquía,Denim
P0204,Zapatos de cuero,13,522.86,09/01/24,Azul,S,Online,Urban Trends,HighTech Materials S.A.,México,Poliéster
P0205,Zapatos de cuero,37,1488.14,09/01/24,Verde,M,Online,Modern Fusion,HighTech Materials S.A.,México,Denim
P0206,Camiseta algodón,27,687.15,09/01/24,Blanco,XL,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Turquía,Cuero
P0207,Pantalón denim,18,1547.82,09/01/24,Azul,XL,Online,Urban Trends,Global Textiles Inc.,Turquía,Cuero
P0208,Pantalón denim,24,2063.76,09/01/24,Blanco,M,Online,Modern Fusion,Eco Fabrics Ltd.,India,Cuero
P0209,Pantalón denim,41,3525.59,09/01/24,Blanco,XL,Online,Modern Fusion,Eco Fabrics Ltd.,China,Cuero
P0210,Bufanda de lana,2,105.6,09/01/24,Azul,M,Tienda física,Sporty Vibes,Global Textiles Inc.,China,Cuero
P0211,Bufanda de lana,16,844.8,09/01/24,Rojo,L,Tienda física,Classic Elegance,Global Textiles Inc.,Bangladesh,Denim
P0212,Bufanda de lana,14,739.2,09/01/24,Verde,L,Online,Modern Fusion,Global Textiles Inc.,Bangladesh,Cuero
